GIMHABOG,,
,,
Nombre del computadora:,GIMHABOG,
Número de grupos de bancos:,4,
Ancho del dispositivo:,8 bits,
Bus Width:,64 bits,
Die Count:,1,
Voltaje nominal del módulo (VDD):,1.2 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.83300 ns (1200 MHz),
Tiempo máximo de ciclo de SDRAM (tCKAVGmax):,1.60000 ns,
Latencias de CAS # admitidas:,"10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,13.750 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,13.750 ns,
Minimum Row Precharge Time (tRPmin):,13.750 ns,
Minimum Active to Precharge Time (tRASmin):,32.000 ns,
Temporización del módulo admitido a 1200.0 MHz:,17-17-17-39,
Temporización del módulo admitido a 1066.7 MHz:,15-15-15-35,
Temporización del módulo admitido a 933.3 MHz:,13-13-13-30,
Temporización del módulo admitido a 800.0 MHz:,11-11-11-26,
Temporización del módulo admitido a 666.7 MHz:,10-10-10-22,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,3.300 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.900 ns,
Minimum CAS to CAS Delay Time - Same Bank Group (tCCD_Lmin):,5.000 ns,
Sensor de temperatura del módulo (TSOD):,No soportado,
Altura nominal del módulo:,31 - 32 mm,
Espesor máximo del módulo (frontal):,1 - 2 mm,
Espesor máximo del módulo (trasero):,1 - 2 mm,
Address Mapping from Edge Connector to DRAM:,Mirrored,
XMP Revision:,2,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.62500 ns (1600 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.000 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.500 ns,
Minimum Row Precharge Time (tRPmin):,12.500 ns,
Minimum Active to Precharge Time (tRASmin):,24.375 ns,
Temporización del módulo admitido a 1600.0 MHz:,16-20-20-39,
Temporización del módulo admitido a 1466.7 MHz:,15-19-19-36,
Temporización del módulo admitido a 1333.3 MHz:,14-17-17-33,
Temporización del módulo admitido a 1200.0 MHz:,12-15-15-30,
Temporización del módulo admitido a 1066.7 MHz:,11-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.375 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,5.625 ns,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.66600 ns (1500 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.656 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.654 ns,
Minimum Row Precharge Time (tRPmin):,12.654 ns,
Minimum Active to Precharge Time (tRASmin):,23.875 ns,
Temporización del módulo admitido a 1500.0 MHz:,16-19-19-36,
Temporización del módulo admitido a 1466.7 MHz:,16-19-19-35,
Temporización del módulo admitido a 1333.3 MHz:,15-17-17-32,
Temporización del módulo admitido a 1200.0 MHz:,13-16-16-29,
Temporización del módulo admitido a 1066.7 MHz:,12-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Temporización del módulo admitido a 800.0 MHz:,9-11-11-20,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.662 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.662 ns,
,,
Hilera: 2 [BANK 0/Controller1-DIMMB1] - 32 GB PC4-25600 DDR4 SDRAM Kingston KF3200C16D4/32GX,,
,,
Número de módulo:,2,
Tamaño del módulo:,32 GBytes,
Tipo de memoria:,DDR4 SDRAM,
Tipo de módulo:,Unbuffered DIMM (UDIMM),
Velocidad de memoria:,1600.0 MHz (DDR4-3200 / PC4-25600),
Fabricante del módulo:,Kingston,
Número de pieza del módulo:,KF3200C16D4/32GX,
Revisión del módulo:,0,
Número de serie del módulo:,3094878501 (251978B8),
Fecha de fabricación del módulo:,"Año: 2023, Semana: 50",
Ubicación de fabricación del módulo:,7,
Fabricante de SDRAM:,Micron,
DRAM Steppping:,4.6,
Verificación / corrección de errores:,Ninguna,
Bits de dirección de fila:,17,
Bits de dirección de columna:,10,
Densidad del módulo:,16384 Mb,
Número de rangos:,2,
Número de grupos de bancos:,4,
Ancho del dispositivo:,8 bits,
Bus Width:,64 bits,
Die Count:,1,
Voltaje nominal del módulo (VDD):,1.2 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.83300 ns (1200 MHz),
Tiempo máximo de ciclo de SDRAM (tCKAVGmax):,1.60000 ns,
Latencias de CAS # admitidas:,"10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,13.750 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,13.750 ns,
Minimum Row Precharge Time (tRPmin):,13.750 ns,
Minimum Active to Precharge Time (tRASmin):,32.000 ns,
Temporización del módulo admitido a 1200.0 MHz:,17-17-17-39,
Temporización del módulo admitido a 1066.7 MHz:,15-15-15-35,
Temporización del módulo admitido a 933.3 MHz:,13-13-13-30,
Temporización del módulo admitido a 800.0 MHz:,11-11-11-26,
Temporización del módulo admitido a 666.7 MHz:,10-10-10-22,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,3.300 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.900 ns,
Minimum CAS to CAS Delay Time - Same Bank Group (tCCD_Lmin):,5.000 ns,
Sensor de temperatura del módulo (TSOD):,No soportado,
Altura nominal del módulo:,31 - 32 mm,
Espesor máximo del módulo (frontal):,1 - 2 mm,
Espesor máximo del módulo (trasero):,1 - 2 mm,
Address Mapping from Edge Connector to DRAM:,Mirrored,
XMP Revision:,2,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.62500 ns (1600 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.000 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.500 ns,
Minimum Row Precharge Time (tRPmin):,12.500 ns,
Minimum Active to Precharge Time (tRASmin):,24.375 ns,
Temporización del módulo admitido a 1600.0 MHz:,16-20-20-39,
Temporización del módulo admitido a 1466.7 MHz:,15-19-19-36,
Temporización del módulo admitido a 1333.3 MHz:,14-17-17-33,
Temporización del módulo admitido a 1200.0 MHz:,12-15-15-30,
Temporización del módulo admitido a 1066.7 MHz:,11-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.375 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,5.625 ns,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.66600 ns (1500 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.656 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.654 ns,
Minimum Row Precharge Time (tRPmin):,12.654 ns,
Minimum Active to Precharge Time (tRASmin):,23.875 ns,
Temporización del módulo admitido a 1500.0 MHz:,16-19-19-36,
Temporización del módulo admitido a 1466.7 MHz:,16-19-19-35,
Temporización del módulo admitido a 1333.3 MHz:,15-17-17-32,
Temporización del módulo admitido a 1200.0 MHz:,13-16-16-29,
Temporización del módulo admitido a 1066.7 MHz:,12-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Temporización del módulo admitido a 800.0 MHz:,9-11-11-20,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.662 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.662 ns,
,,
Hilera: 3 [BANK 0/Controller1-DIMMB2] - 32 GB PC4-25600 DDR4 SDRAM Kingston KF3200C16D4/32GX,,
,,
Número de módulo:,3,
Tamaño del módulo:,32 GBytes,
Tipo de memoria:,DDR4 SDRAM,
Tipo de módulo:,Unbuffered DIMM (UDIMM),
Velocidad de memoria:,1600.0 MHz (DDR4-3200 / PC4-25600),
Fabricante del módulo:,Kingston,
Número de pieza del módulo:,KF3200C16D4/32GX,
Revisión del módulo:,0,
Número de serie del módulo:,4167219977 (09BB62F8),
Fecha de fabricación del módulo:,"Año: 2023, Semana: 4",
Ubicación de fabricación del módulo:,4,
Fabricante de SDRAM:,Micron,
DRAM Steppping:,4.6,
Verificación / corrección de errores:,Ninguna,
Bits de dirección de fila:,17,
Bits de dirección de columna:,10,
Densidad del módulo:,16384 Mb,
Número de rangos:,2,
Número de grupos de bancos:,4,
Ancho del dispositivo:,8 bits,
Bus Width:,64 bits,
Die Count:,1,
Voltaje nominal del módulo (VDD):,1.2 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.83300 ns (1200 MHz),
Tiempo máximo de ciclo de SDRAM (tCKAVGmax):,1.60000 ns,
Latencias de CAS # admitidas:,"10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,13.750 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,13.750 ns,
Minimum Row Precharge Time (tRPmin):,13.750 ns,
Minimum Active to Precharge Time (tRASmin):,32.000 ns,
Temporización del módulo admitido a 1200.0 MHz:,17-17-17-39,
Temporización del módulo admitido a 1066.7 MHz:,15-15-15-35,
Temporización del módulo admitido a 933.3 MHz:,13-13-13-30,
Temporización del módulo admitido a 800.0 MHz:,11-11-11-26,
Temporización del módulo admitido a 666.7 MHz:,10-10-10-22,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,3.300 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.900 ns,
Minimum CAS to CAS Delay Time - Same Bank Group (tCCD_Lmin):,5.000 ns,
Sensor de temperatura del módulo (TSOD):,No soportado,
Altura nominal del módulo:,31 - 32 mm,
Espesor máximo del módulo (frontal):,1 - 2 mm,
Espesor máximo del módulo (trasero):,1 - 2 mm,
Address Mapping from Edge Connector to DRAM:,Mirrored,
XMP Revision:,2,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.62500 ns (1600 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.000 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.500 ns,
Minimum Row Precharge Time (tRPmin):,12.500 ns,
Minimum Active to Precharge Time (tRASmin):,24.375 ns,
Temporización del módulo admitido a 1600.0 MHz:,16-20-20-39,
Temporización del módulo admitido a 1466.7 MHz:,15-19-19-36,
Temporización del módulo admitido a 1333.3 MHz:,14-17-17-33,
Temporización del módulo admitido a 1200.0 MHz:,12-15-15-30,
Temporización del módulo admitido a 1066.7 MHz:,11-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.375 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,5.625 ns,
Nivel de voltaje del módulo VDD:,1.35 V,
Tiempo de ciclo mínimo de SDRAM (tCKAVGmin):,0.66600 ns (1500 MHz),
Latencias de CAS # admitidas:,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",
Tiempo de latencia mínimo CAS # (tAAmin):,10.656 ns,
Mínimo RAS # a CAS # Retardo (tRCDmin):,12.654 ns,
Minimum Row Precharge Time (tRPmin):,12.654 ns,
Minimum Active to Precharge Time (tRASmin):,23.875 ns,
Temporización del módulo admitido a 1500.0 MHz:,16-19-19-36,
Temporización del módulo admitido a 1466.7 MHz:,16-19-19-35,
Temporización del módulo admitido a 1333.3 MHz:,15-17-17-32,
Temporización del módulo admitido a 1200.0 MHz:,13-16-16-29,
Temporización del módulo admitido a 1066.7 MHz:,12-14-14-26,
Temporización del módulo admitido a 933.3 MHz:,10-12-12-23,
Temporización del módulo admitido a 800.0 MHz:,9-11-11-20,
Minimum Active to Active/Refresh Time (tRCmin):,45.750 ns,
Minimum Refresh Recovery Time Delay (tRFC1min):,350.000 ns,
Minimum Refresh Recovery Time Delay (tRFC2min):,260.000 ns,
Minimum Refresh Recovery Time Delay (tRFC4min):,160.000 ns,
Minimum Four Activate Window Delay Time (tFAWmin):,21.000 ns,
Minimum Active to Active Delay Time - Different Bank Group (tRRD_Smin):,4.662 ns,
Minimum Active to Active Delay Time - Same Bank Group (tRRD_Lmin):,4.662 ns,
,,
Bus,,
,,
,,
PCI Bus #0,,
,,
,,
Intel Alder Lake-S 841 - Host Bridge/DRAM Controller,,
,,
Nombre del dispositivo:,Intel Alder Lake-S 841 - Host Bridge/DRAM Controller,
Nombre del dispositivo original:,Intel Alder Lake-S 841 - Host Bridge/DRAM Controller,
Clase de dispositivo:,Host-to-PCI Bridge,
ID de revisión:,2,
Número de dirección PCI (Bus: Dispositivo: Función):,0:00:00,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_8086&DEV_4668&SUBSYS_7D251462&REV_02,
Línea de interrupción:,N/A,
Pin de interrupción:,N/A,
Dirección base de memoria 3,20000000,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,Capaz,
Fabricante del controlador:,INTEL,
Descripción del controlador:,Intel(R) Host Bridge/DRAM Registers - 4668,
Proveedor de controladores:,INTEL,
Versión del controlador:,10.1.45.9,
DeviceInstanceId,PCI\VEN_8086&DEV_4668&SUBSYS_7D251462&REV_02\3&11583659&0&00,
Location Paths,PCIROOT(0)#PCI(0000),
,,
Intel Alder Lake-S/P - PCI Express 5.0 Graphics Port (PEG10),,
,,
Nombre del dispositivo:,Intel Alder Lake-S/P - PCI Express 5.0 Graphics Port (PEG10),
Nombre del dispositivo original:,Intel Alder Lake-S/P - PCI Express 5.0 Graphics Port (PEG10),
Clase de dispositivo:,PCI-to-PCI Bridge,
ID de revisión:,2,
Número de dirección PCI (Bus: Dispositivo: Función):,0:01:00,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_8086&DEV_460D&SUBSYS_00000040&REV_02,
Versión:,5,
Ancho máximo del enlace:,x16,
Ancho actual del enlace:,x16,
Velocidad máxima de enlace:,32.0 GT/s,
Velocidad de enlace actual:,2.5 GT/s,
Tipo de dispositivo / puerto:,Puerto raíz del complejo raíz PCI Express,
Ranura implementada:,Sí,
Hot-Plug:,No capaz,
Hot-Plug Surprise:,No capaz,
Límite de potencia de la ranura:,75.000 W,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,Ninguna,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,2 - 4 us,
L1 Exit Latency:,8 - 16 us,
Maximum Payload Size Supported:,256 bytes,
Maximum Payload Size:,128 bytes,
Soporte BAR redimensionable:,No soportado,
Línea de interrupción:,N/A,
Pin de interrupción:,INTA#,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Fabricante del controlador:,INTEL,
Descripción del controlador:,Intel(R) PEG10 - 460D,
Proveedor de controladores:,INTEL,
Versión del controlador:,10.1.45.9,
DeviceInstanceId,PCI\VEN_8086&DEV_460D&SUBSYS_7D251462&REV_02\3&11583659&0&08,
Location Paths,PCIROOT(0)#PCI(0100),
,,
PCI Express x16 Bus #1 [J6B2],,
,,
,,
NVIDIA GeForce GTX 1650 (TU116),,
,,
Nombre del dispositivo:,NVIDIA GeForce GTX 1650 (TU116),
Nombre del dispositivo original:,NVIDIA GeForce GTX 1650 (TU116),
Clase de dispositivo:,VGA Compatible Adapter,
ID de revisión:,A1,
Número de dirección PCI (Bus: Dispositivo: Función):,1:00:00,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_10DE&DEV_2188&SUBSYS_88B81043&REV_A1,
Versión:,3,
Ancho máximo del enlace:,x16,
Ancho actual del enlace:,x16,
Velocidad máxima de enlace:,8.0 GT/s,
Velocidad de enlace actual:,2.5 GT/s,
Tipo de dispositivo / puerto:,Punto final PCI Express heredado,
Ranura implementada:,No,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,L0s and L1,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,>4 us,
L1 Exit Latency:,8 - 16 us,
Maximum Payload Size Supported:,256 bytes,
Maximum Payload Size:,128 bytes,
Soporte BAR redimensionable:,Soportado,
Resizable BAR0 Supported Size:,16 MB,
Resizable BAR0 Current Size:,16 MB,
Resizable BAR1 Supported Size:,"64 MB, 128 MB, 256 MB",
Resizable BAR1 Current Size:,256 MB,
Resizable BAR2 Supported Size:,32 MB,
Resizable BAR2 Current Size:,32 MB,
Línea de interrupción:,IRQ16,
Pin de interrupción:,INTA#,
Dirección base de memoria 0,80000000,
Dirección base de memoria 1,4000000000,
Dirección base de memoria 3,4010000000,
Dirección base de E/S 5,4000,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Fabricante del controlador:,NVIDIA,
Descripción del controlador:,NVIDIA GeForce GTX 1650,
Proveedor de controladores:,NVIDIA,
Versión del controlador:,32.0.15.6094 (GeForce 560.94),
Fecha del controlador:,14-Aug-2024,
DCH/UWD Driver:,Capaz,
DeviceInstanceId,PCI\VEN_10DE&DEV_2188&SUBSYS_88B81043&REV_A1\4&32FD4D8D&0&0008,
Location Paths,PCIROOT(0)#PCI(0100)#PCI(0000),
,,
NVIDIA TU116 - High Definition Audio Controller,,
,,
Nombre del dispositivo:,NVIDIA TU116 - High Definition Audio Controller,
Nombre del dispositivo original:,NVIDIA TU116 - High Definition Audio Controller,
Clase de dispositivo:,High Definition Audio,
ID de revisión:,A1,
Número de dirección PCI (Bus: Dispositivo: Función):,1:00:01,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_10DE&DEV_1AEB&SUBSYS_88B81043&REV_A1,
Versión:,3,
Ancho máximo del enlace:,x16,
Ancho actual del enlace:,x16,
Velocidad máxima de enlace:,8.0 GT/s,
Velocidad de enlace actual:,2.5 GT/s,
Tipo de dispositivo / puerto:,Punto final PCI Express,
Ranura implementada:,No,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,L0s and L1,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,>4 us,
L1 Exit Latency:,2 - 4 us,
Maximum Payload Size Supported:,256 bytes,
Maximum Payload Size:,128 bytes,
Soporte BAR redimensionable:,No soportado,
Línea de interrupción:,IRQ17,
Pin de interrupción:,INTB#,
Dirección base de memoria 0,810FC000,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Fabricante del controlador:,Microsoft,
Descripción del controlador:,High Definition Audio Controller,
Proveedor de controladores:,Microsoft,
Versión del controlador:,10.0.26100.1150,
Fecha del controlador:,3-jul-24,
DeviceInstanceId,PCI\VEN_10DE&DEV_1AEB&SUBSYS_88B81043&REV_A1\4&32FD4D8D&0&0108,
Location Paths,PCIROOT(0)#PCI(0100)#PCI(0001),
,,
NVIDIA TU116 - USB Type-C XHCI Controller,,
,,
Nombre del dispositivo:,NVIDIA TU116 - USB Type-C XHCI Controller,
Nombre del dispositivo original:,NVIDIA TU116 - USB Type-C XHCI Controller,
Clase de dispositivo:,USB xHCI Controller,
ID de revisión:,A1,
Número de dirección PCI (Bus: Dispositivo: Función):,1:00:02,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_10DE&DEV_1AEC&SUBSYS_88B81043&REV_A1,
Versión:,3,
Ancho máximo del enlace:,x16,
Ancho actual del enlace:,x16,
Velocidad máxima de enlace:,8.0 GT/s,
Velocidad de enlace actual:,2.5 GT/s,
Tipo de dispositivo / puerto:,Punto final PCI Express,
Ranura implementada:,No,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,L0s and L1,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,>4 us,
L1 Exit Latency:,8 - 16 us,
Maximum Payload Size Supported:,128 bytes,
Maximum Payload Size:,128 bytes,
Soporte BAR redimensionable:,No soportado,
Línea de interrupción:,N/A,
Pin de interrupción:,INTC#,
Dirección base de memoria 0,4012000000,
Dirección base de memoria 3,4012040000,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Versión USB admitida:,3.1,
Fabricante del controlador:,Microsoft,
Descripción del controlador:,USB xHCI Compliant Host Controller,
Proveedor de controladores:,Microsoft,
Versión del controlador:,10.0.26100.1591,
Fecha del controlador:,20-Aug-2024,
DeviceInstanceId,PCI\VEN_10DE&DEV_1AEC&SUBSYS_88B81043&REV_A1\4&32FD4D8D&0&0208,
Location Paths,PCIROOT(0)#PCI(0100)#PCI(0002),
,,
USB Root Hub,,
,,
,,
[Port1] : No Device Connected,,
,,
,,
[Port2] : No Device Connected,,
,,
,,
[Port3] : No Device Connected,,
,,
,,
[Port4] : No Device Connected,,
,,
,,
[Port5] : No Device Connected,,
,,
,,
[Port6] : No Device Connected,,
,,
,,
NVIDIA TU116 - USB Type-C Port Policy Controller,,
,,
Nombre del dispositivo:,NVIDIA TU116 - USB Type-C Port Policy Controller,
Nombre del dispositivo original:,NVIDIA TU116 - USB Type-C Port Policy Controller,
Clase de dispositivo:,Other Serial Bus Controller,
ID de revisión:,A1,
Número de dirección PCI (Bus: Dispositivo: Función):,1:00:03,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_10DE&DEV_1AED&SUBSYS_88B81043&REV_A1,
Versión:,3,
Ancho máximo del enlace:,x16,
Ancho actual del enlace:,x16,
Velocidad máxima de enlace:,8.0 GT/s,
Velocidad de enlace actual:,2.5 GT/s,
Tipo de dispositivo / puerto:,Punto final PCI Express,
Ranura implementada:,No,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,L0s and L1,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,>4 us,
L1 Exit Latency:,8 - 16 us,
Maximum Payload Size Supported:,128 bytes,
Maximum Payload Size:,128 bytes,
Soporte BAR redimensionable:,No soportado,
Línea de interrupción:,N/A,
Pin de interrupción:,INTD#,
Dirección base de memoria 0,810FB000,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Fabricante del controlador:,NVIDIA,
Descripción del controlador:,NVIDIA USB Type-C Port Policy Controller,
Proveedor de controladores:,NVIDIA,
Versión del controlador:,1.52.831.832,
Fecha del controlador:,14-Aug-2024,
DeviceInstanceId,PCI\VEN_10DE&DEV_1AED&SUBSYS_88B81043&REV_A1\4&32FD4D8D&0&0308,
Location Paths,PCIROOT(0)#PCI(0100)#PCI(0003),
,,
Intel Alder Lake - PCI Express 4.0 Graphics Port (PEG60 x4),,
,,
Nombre del dispositivo:,Intel Alder Lake - PCI Express 4.0 Graphics Port (PEG60 x4),
Nombre del dispositivo original:,Intel Alder Lake - PCI Express 4.0 Graphics Port (PEG60 x4),
Clase de dispositivo:,PCI-to-PCI Bridge,
ID de revisión:,2,
Número de dirección PCI (Bus: Dispositivo: Función):,0:06:00,
PCI Latency Timer:,0,
ID de hardware:,PCI\VEN_8086&DEV_464D&SUBSYS_00000000&REV_02,
Versión:,4,
Ancho máximo del enlace:,x4,
Ancho actual del enlace:,x4,
Velocidad máxima de enlace:,16.0 GT/s,
Velocidad de enlace actual:,16.0 GT/s,
Tipo de dispositivo / puerto:,Puerto raíz del complejo raíz PCI Express,
Ranura implementada:,Sí,
Hot-Plug:,No capaz,
Hot-Plug Surprise:,No capaz,
Límite de potencia de la ranura:,75.000 W,
Emergency Power Reduction:,No soportado,
Active State Power Management (ASPM) Support:,Ninguna,
Active State Power Management (ASPM) Status:,Deshabilitado,
L0s Exit Latency:,2 - 4 us,
L1 Exit Latency:,8 - 16 us,
Maximum Payload Size Supported:,256 bytes,
Maximum Payload Size:,256 bytes,
Soporte BAR redimensionable:,No soportado,
Línea de interrupción:,N/A,
Pin de interrupción:,INTD#,
Bus Mastering:,Activado,
Running At 66 MHz:,No capaz,
Fast Back-to-Back Transactions:,No capaz,
Fabricante del controlador:,INTEL,
Descripción del controlador:,Intel(R) PEG60 - 464D,
Proveedor de controladores:,INTEL,
Versión del controlador:,10.1.45.9,
DeviceInstanceId,PCI\VEN_8086&DEV_464D&SUBSYS_00000000&REV_02\3&11583659&0&30,
Location Paths,PCIROOT(0)#PCI(0600),
,,
PCI Express x4 Bus #2,,
,,
,,
Sandisk NVMe Controller,,
,,
Nombre del dispositivo:,Sandisk NVMe Controller,
Nombre del dispositivo original:,Sandisk NVMe Controller,
